29TQG;EPSG:32629;WGS 84 / UTM zone 29N;-6.56928954698 42.4269119955 -5.29443770145 41.4040347457
29TQH;EPSG:32629;WGS 84 / UTM zone 29N;-6.53371085888 43.3262569713 -5.24214155467 42.3024516151
29TQJ;EPSG:32629;WGS 84 / UTM zone 29N;-6.49642893281 44.2259751276 -5.18736834052 43.2012113549
29ULT;EPSG:32629;WGS 84 / UTM zone 29N;-11.9342017718 52.3140232377 -10.2954215353 51.3560798434
29UMA;EPSG:32629;WGS 84 / UTM zone 29N;-10.565398361 55.0369205416 -8.85089003631 54.0601113886
29UMS;EPSG:32629;WGS 84 / UTM zone 29N;-10.4394521499 51.4423452524 -8.86248750524 50.4637171673
29UMT;EPSG:32629;WGS 84 / UTM zone 29N;-10.4684710974 52.3413478024 -8.85981120136 51.3631578426
29UMU;EPSG:32629;WGS 84 / UTM zone 29N;-10.4990595879 53.2402008146 -8.85699281526 52.2624595782
29UMV;EPSG:32629;WGS 84 / UTM zone 29N;-10.5313132953 54.1383655333 -8.85402400949 53.1610840978
29UNA;EPSG:32629;WGS 84 / UTM zone 29N;-9.00031301962 55.0469860315 -7.32321187189 54.0485147059
29UNB;EPSG:32629;WGS 84 / UTM zone 29N;-9.00032022966 55.9457344023 -7.2860145154 54.9470178194
29UNT;EPSG:32629;WGS 84 / UTM zone 29N;-9.00029362912 52.3504731569 -7.4234813358 51.3526338928
29UNU;EPSG:32629;WGS 84 / UTM zone 29N;-9.00029974822 53.2496264673 -7.39180301158 52.2515924439
29UNV;EPSG:32629;WGS 84 / UTM zone 29N;-9.00030620064 54.1481041035 -7.35843504376 53.1498598893
29UPA;EPSG:32629;WGS 84 / UTM zone 29N;-7.43522728773 55.0369285873 -5.79750546383 54.0175415791
29UPB;EPSG:32629;WGS 84 / UTM zone 29N;-7.39920312321 55.9353353799 -5.72657327123 54.9150072268
29UPR;EPSG:32629;WGS 84 / UTM zone 29N;-7.58865049396 50.5437391738 -6.10064031156 49.528418294
29UPT;EPSG:32629;WGS 84 / UTM zone 29N;-7.53211584705 52.3413550968 -5.98874587742 51.3245233543
29UPU;EPSG:32629;WGS 84 / UTM zone 29N;-7.50153957167 53.240208349 -5.92832151297 52.2225660331
29UPV;EPSG:32629;WGS 84 / UTM zone 29N;-7.46929874364 54.1383733178 -5.86467963081 53.1198806214
29UQP;EPSG:32629;WGS 84 / UTM zone 29N;-6.28118473721 48.7209276977 -4.87173934385 47.6908510653
